fold,participant,windows,mae,rmse,corr
61,4eeb9f06b3ff630aa8f81fd23e1dfe7b,11,3.280615798209729,3.8916563265043407,0.6798180752891739
62,50e32d5c464c892af7aa4b6a666e876d,7,5.087232362731979,5.4176995565125114,0.4218093608821968
63,51ac1dd0849798d75614176ebff633be,4,2.287951490997103,2.659402664385381,0.49473836014650924
64,54446e36f4601e2c4ab70c355baccc32,4,3.0384386435263555,3.3663583045844536,0.7712066983678993
65,546901e10be0157c4fed40c04bfeaaa5,5,4.47130261069764,4.910142711140019,-0.2635288589229522
66,557b44c8daf2ddb5d02313f20f2505b9,6,3.6168351810236046,3.8435213125131606,0.4634919135193419
67,5580eba4ad4d1266854f3fec95266bd2,10,3.6458730182676957,4.829959129304276,0.12190975286341404
68,58863d024fc04ff1c3082e2c81e14cf2,7,2.179497671524053,2.4224387718488565,0.9582243675154883
69,59256b077a34f2f4ed7bbf7670e53786,1,7.2018852637888235,7.2018852637888235,nan
70,596df3c263e97eb09d44a8535ec20ffa,1,2.916405555670405,2.916405555670405,nan
71,59cf760cd019690c9007452187578915,6,3.1506272365938544,3.3353522084732834,0.978950956554497
72,5a254d648a95146b403690f81da84bc3,4,0.9464117049015734,1.0205291295994094,0.8859734619554239
73,5c446b55e04c641913c09fd39d01d32b,15,3.346584400856498,3.9275975299819246,0.7202944652637794
74,5e1d4d2718012c036ea65bfe3c80c0e7,17,3.587167999759029,4.43899229224913,0.5553469108490741
75,5e8e425fb65143d25c73b88bd26638eb,1,3.076973152831395,3.076973152831395,nan
76,5fa34bfca33d0ced12ea991006fbc934,4,2.071578186570915,2.669335639021441,0.855403453601307
77,600713d94c8ebe9f12f7d12c6479a131,57,2.246552052266149,2.958892137447238,0.7386439493345371
78,61f9310e79c30ff4ff836fa065aee93a,16,2.5629180061585286,2.9557401386965134,0.8175740598245211
79,6294895f1093b3878b385812d65c3197,2,2.9943899278492996,3.241993644492145,0.9999999999999999
80,62caae288910745b5eb9dde5a9873179,9,3.2033134559659353,4.10318784817548,0.4396049941076791
81,62e43e3420646eaa7ecb44636abda31a,13,4.448691863031548,4.932639176347374,0.5803296042942054
82,632503a1df16a201a0fc5a1b91d3b01c,9,3.8369545264620584,4.421717998420957,0.6276486287837715
83,63e8142ef2fdd89aec0630ce6070831d,9,2.977130676304549,3.328653831540497,0.8329654039695837
84,64f2d26b3835e5fa744c35f1709e9c39,3,2.739424646939456,3.2467888848938773,0.1907508780830808
85,6683f5d8f1730b0fce6c1fd8b46ab76f,8,3.461502134375654,4.561741969115723,0.7591953863808873
86,690d25f3b083e647278ed85c6bb033ae,6,2.53694763583626,2.8525828713144685,0.7920161438374161
87,69d24b22972459bf83ab0c8eb24d13cc,1,0.3170132212694128,0.3170132212694128,nan
88,6b0083d00297f9c03e00b2cde889b666,5,3.814154893712515,5.546331356013509,0.32403921430315746
89,6b22ac2851e90cebdb6bcc50288e031c,28,3.5126986129163624,4.184813832617582,0.6588855754638103
90,6b4ad83b4ee50566e899f3b6c0fb7864,4,3.0472224534366132,3.64028371182811,0.9845886868581213
91,6c4cf48742a55153dd574133a73a6932,15,4.214167190089638,4.71305847861214,0.7708207686447383
92,6ed487d275984c8c141d40ad10664f46,12,3.6108923882084256,4.313945783950339,0.5787533948927741
93,703c70ff9f0c7a8e24757d0270a2e932,2,5.699355502098934,6.10814512144351,-1.0
